month,pct,practice,name,address1,address2,address4,address5,postcode,total_pericyazine
2019-03-01,06D,M81005,NORTHUMBERLAND HOUSE SURGERY,NORTHUMBERLAND HOUSE SURG,"HUME STREET MC, HUME ST",WORCESTERSHIRE,,DY11 6SF,2
2019-03-01,06D,M81010,KIDDERMINSTER MEDICAL CENTRE,KIDDERMINSTER MEDICAL CTR,WATERLOO STREET,WORCESTERSHIRE,,DY10 2BG,2
2019-03-01,06D,M81015,STANMORE HOUSE SURGERY,STANMORE HOUSE SURGERY,LINDEN AVENUE,WORCESTERSHIRE,,DY10 3AA,2
2019-03-01,05J,M81019,WINYATES HEALTH CENTRE,WINYATES HEALTH CENTRE,WINYATES WAY,WORCESTERSHIRE,,B98 0NR,3
2019-03-01,05T,M81038,DR. J BARRELL & PARTNERS,UPTON SURGERY,TUNNEL HILL,WORCESTERSHIRE,,WR8 0QL,5
2019-03-01,05J,M81089,MAPLE VIEW MEDICAL PRACTICE,CHURCH HILL MEDICAL CTR,"TANHOUSE LANE,CHURCH HILL",WORCESTERSHIRE,,B98 9AA,10
2019-03-01,05N,M82033,BISHOPS CASTLE SURGERY,THE SURGERY,SCHOOL HOUSE LANE,SHROPSHIRE,,SY9 5ER,2
2019-03-01,05D,M83010,GORDON STREET SURGERY,THE SURGERY,72 GORDON STREET,STAFFORDSHIRE,,DE14 2JA,4
2019-03-01,05D,M83026,CARLTON STREET SURGERY,CARLTON STREET SURGERY,"CARLTON STREET,HORNINGLOW",STAFFORDSHIRE,,DE13 0TE,5
2019-03-01,05D,M83042,BRIDGE SURGERY,BRIDGE SURGERY,"ST.PETERS ST, STAPENHILL",,,DE15 9AW,2
2019-03-01,05Q,M83668,TAMAR MEDICAL CENTRE,TAMAR MEDICAL CENTRE,"SEVERN DRIVE, PERTON",,,WV6 7QL,2
2019-03-01,05Q,M83693,TRI-LINKS MEDICAL PRACTICE,TRI-LINKS,"130 TAMWORTH RD, AMINGTON",,,B77 3BZ,2
2019-03-01,05W,M83725,BLURTON MEDICAL CENTRE,"BLURTON HLTH CTR,RIPON RD","NEWSTEAD, BLURTON",STAFFORDSHIRE,,ST3 3BS,5
2019-03-01,15E,M85063,MIDLANDS MEDICAL PARTNERSHIP,EATON WOOD MEDICAL CENTRE,"1128 TYBURN RD, ERDINGTON",,,B24 0SY,8
2019-03-01,15E,M85110,SALTLEY AND FERNBANK MEDICAL PRACTICE,SALTLEY HEALTH CENTRE,"CRADOCK ROAD, SALTLEY",,,B8 1RZ,2
2019-03-01,15E,M85136,DRUIDS HEATH SURGERY,DRUIDS HEATH SURGERY,"27 POUND RD,DRUIDS HEATH",,,B14 5SB,6
2019-03-01,15E,M85175,DR MP CLARKE'S PRACTICE,THE HAWTHORNS SURGERY,331 BIRMINGHAM ROAD,WEST MIDLANDS,,B72 1DL,2
2019-03-01,15E,M85177,SWANSWELL MEDICAL CENTRE,SWANSWELL MEDICAL CENTRE,370 GOSPEL LANE,,,B27 7AL,7
2019-03-01,05A,M86009,ENGLETON HOUSE SURGERY,ENGLETON HOUSE SURGERY,2 VILLA ROAD,WEST MIDLANDS,,CV6 3HZ,4
2019-03-01,05C,M87003,MOSS GROVE SURGERY,MOSS GROVE SURGERY,15 MOSS GROVE,WEST MIDLANDS,,DY6 9HS,12
2019-03-01,05C,M87009,AW SURGERIES,ALBION HOUSE,ALBION STREET,WEST MIDLANDS,,DY5 3EE,4
2019-03-01,05L,M88001,DR SA AHMED & PARTNERS,158A CRANKHALL LANE,WEDNESBURY,,,WS10 0EB,4
2019-03-01,05L,M88009,NORVIC FAMILY PRACTICE,VICTORIA HEALTH CENTRE,5 SUFFRAGE ST. SMETHWICK,WEST MIDLANDS,,B66 3PZ,2
2019-03-01,05L,M88018,OLDBURY HEALTH CENTRE,OLDBURY HEALTH CENTRE,ALBERT STREET,WEST MIDLANDS,,B69 4DE,2
2019-03-01,15E,M89009,MANOR HOUSE LANE SURGERY,MANOR HOUSE LANE SURGERY,1 MANOR HOUSE LANE,BIRMINGHAM,,B26 1PE,5
2019-03-01,15E,M89015,NORTHBROOK HEALTH CENTRE,NORTHBROOK HEALTH CENTRE,"93 NORTHBROOK RD, SHIRLEY",,,B90 3LX,2
2019-03-01,15E,M89019,HOBS MOAT MEDICAL CENTRE,HOBS MOAT MEDICAL CENTRE,ULLERIES ROAD,WEST MIDLANDS,,B92 8ED,3
2019-03-01,05Y,M91028,BERKLEY PRACTICE,BENTLEY MEDICAL CENTRE,"CHURCHILL ROAD, BENTLEY",WEST MIDLANDS,,WS2 0BA,2
2019-03-01,06A,M92011,PENN MANOR MEDICAL PRACTICE,PENN MANOR MEDICAL CENTRE,"MANOR ROAD, PENN",WEST MIDLANDS,,WV4 5PY,2
2019-03-01,06A,M92024,PARKFIELD MEDICAL CENTRE,PARKFIELD MEDICAL CENTRE,255 PARKFIELD ROAD,WOLVERHAMPTON,,WV4 6EG,8
2019-03-01,01C,N81052,LAWTON HOUSE SURGERY,LAWTON HOUSE SURGERY,BROMLEY ROAD,CHESHIRE,,CW12 1QG,2
2019-03-01,99A,N82048,WALTON MEDICAL CENTRE,BREEZE HILL,NEIGHBOURHOOD HEALTH CTR,LIVERPOOL,,L9 1AD,3
2019-03-01,01T,N84016,MOORE STREET MEDICAL CENTRE,MOORE STREET MEDICAL CTR,77 MOORE STREET,MERSEYSIDE,,L20 4SE,5
2019-03-01,12F,N85018,VILLA MED CTR,1-2 ROMAN ROAD,PRENTON,,,CH43 3DB,3
2019-03-01,00R,P81016,WATERLOO MEDICAL CENTRE,WATERLOO MEDICAL CENTRE,178 WATERLOO ROAD,LANCASHIRE,,FY4 3AD,4
2019-03-01,02M,P81668,FLEETWOOD SURGERY,WEST VIEW HEALTH VILLAGE,BROADWAY,LANCASHIRE,,FY7 8GU,4
2019-03-01,00R,P81681,NORTH SHORE SURGERY,MOOR PARK HLTH & LEISURE,"BRISTOL AVENUE, BISPHAM",LANCASHIRE,,FY2 0JG,2
2019-03-01,01E,P81770,AVENHAM LANE PRACTICE,AVENHAM LANE PRACTICE,"AVENHAM H/C,AVENHAM LANE",LANCASHIRE,,PR1 3RG,2
2019-03-01,14L,P84019,VALENTINE MEDICAL CENTRE,VALENTINE MEDICAL CENTRE,"2 SMETHURST ST, BLACKLEY",GREATER MANCHESTER,,M9 8PP,2
2019-03-01,14L,P84042,FLORENCE HOUSE MEDICAL PRACTICE,HGR OPENSHAW PCC,1344 ASHTON OLD ROAD,,,M11 1JG,4
2019-03-01,14L,P84064,NEW ISLINGTON MEDICAL CENTRE,ANCOATS PRIMARY CARE CTRE,"OLD MILL STREET,ANCOATS",,,M4 6EE,3
2019-03-01,14L,P84645,PARK VIEW MEDICAL CENTRE,PARK VIEW MEDICAL CENTRE,66 DELAUNAYS ROAD,MANCHESTER,,M8 4RF,4
2019-03-01,01D,P86019,DURNFORD MEDICAL CENTRE,DURNFORD MEDICAL CENTRE,113 LONG STREET,MANCHESTER,,M24 6DL,5
2019-03-01,01Y,P89008,ASHTON MEDICAL GROUP,BEDFORD HOUSE MEDICAL CTR,GLEBE STREET,LANCASHIRE,,OL6 6HD,2
2019-03-01,02H,P92016,PENNYGATE MEDICAL CENTRE,PENNYGATE MEDICAL CENTRE,"109 LADIES LANE, HINDLEY",LANCASHIRE,,WN2 2QG,2
2019-03-01,02H,P92033,DR KHATRI CP,THE SURGERY,"HIGH STREET, TYLDESLEY",,,M29 8AL,2
2019-03-01,02H,P92639,SHAHBAZI SS,GOLBORNE HEALTH CENTRE,KIDGLOVE ROAD,,,WA3 3GS,2
2019-03-01,06H,Y00056,CAMBRIDGE ACCESS SURGERY,CAMBRIDGE ACCESS SURGERY,125 NEWMARKET ROAD,CAMBRIDGESHIRE,,CB5 8HB,5
2019-03-01,06H,Y00486,BOTOLPH BRIDGE COMMUNITY HEALTH CENTRE,BOTOLPH BRIDGE COMM HLTH,"SUGAR WAY, WOODSTON",,,PE2 9QB,2
2019-03-01,01K,Y01008,BAY MEDICAL GROUP,HEYSHAM PRIMARY CARE CTR,MIDDLETON WAY,,,LA3 2LE,2
2019-03-01,06Y,Y01690,SCHOOL LANE PMS PRACTICE,THE SURGERY,SCHOOL LANE,NORFOLK,,IP24 2AG,2
2019-03-01,06L,Y01794,RAVENSWOOD MEDICAL PRACTICE,RAVENSWOOD HEALTH CENTRE,24 HENING AVENUE,SUFFOLK,,IP3 9QJ,17
2019-03-01,11M,Y02519,GLOUCESTER HEALTH ACCESS CENTRE,EASTGATE HOUSE,121-131 EASTGATE STREET,GLOUCESTERSHIRE,,GL1 1PX,38
2019-03-01,05W,Y02521,WILLOW BANK SURGERY,MEIR PRIMARY CARE CENTRE,"WESTON ROAD, MEIR",STAFFORDSHIRE,,ST3 6AB,3
2019-03-01,02T,Y02572,PARK COMMUNITY PRACTICE,HORNE STREET HEALTH CTR,HORNE STREET,,,HX1 5UA,5
2019-03-01,06W,Y02751,NORWICH PRACTICES HEALTH CENTRE,ROUEN HOUSE,ROUEN ROAD,NORFOLK,,NR1 1RB,106
2019-03-01,07J,Y03222,ST JOHN'S SURGERY,ST JOHN'S SURGERY,MAIN ROAD,NORFOLK,,PE14 7RR,4
2019-03-01,06W,Y03595,BEECHCROFT AND OLD PALACE,23 BEECHCROFT,NEW COSTESSEY,NORFOLK,,NR5 0RS,63
2019-03-01,06Y,Y05291,TOFTWOOD MEDICAL CENTRE,TOFTWOOD MEDICAL CENTRE,"2 CHAPEL LANE, TOFTWOOD",NORFOLK,,NR19 1LD,16
2019-03-01,15E,Y05826,THE HILL GP PRACTICE,SPARKHILL PRIM CARE CTRE,856 STRATFORD ROAD,WEST MIDLANDS,,B11 4BW,2
2019-03-01,06M,Y06275,NELSON MEDICAL CENTRE,NELSON MEDICAL PRACTICE,PASTEUR ROAD,NORFOLK,,NR31 0DW,50
2019-04-01,00M,A81013,BROTTON SURGERY,BROTTON SURGERY,"ALFORD ROAD,BROTTON",,,TS12 2FF,2
2019-04-01,00M,A81030,BOROUGH ROAD & NUNTHORPE MEDICAL GROUP,167A BOROUGH ROAD,MIDDLESBROUGH,,,TS1 3RY,2
2019-04-01,00C,A83031,CARMEL MEDICAL PRACTICE,CARMEL MEDICAL PRACTICE,NUNNERY LANE,COUNTY DURHAM,,DL3 8SQ,2
2019-04-01,00J,A83049,QUEENS ROAD SURGERY,QUEENS ROAD SURGERY,"83 QUEENS ROAD, BLACKHILL",COUNTY DURHAM,,DH8 0BW,4
2019-04-01,13T,A85611,PELAW MEDICAL PRACTICE,PELAW MEDICAL PRACTICE,"7-8 CROXDALE TCE, PELAW",TYNE & WEAR,,NE10 0RR,4
2019-04-01,13T,A86601,DENTON TURRET MEDICAL CENTRE,DENTON TURRET MEDICAL CTR,"10 KENLEY RD, SLATYFORD",,,NE5 2UY,4
2019-04-01,00N,A88006,TALBOT MEDICAL CENTRE,TALBOT MEDICAL CENTRE,STANLEY STREET,TYNE AND WEAR,,NE34 0BX,2
2019-04-01,03Q,B82005,PRIORY MEDICAL GROUP,PRIORY MEDICAL CENTRE,CORNLANDS ROAD,NORTH YORKSHIRE,,YO24 3WX,5
2019-04-01,03Q,B82021,DALTON TERRACE SURGERY,GLENTWORTH,DALTON TERRACE,NORTH YORKSHIRE,,YO24 4DB,4
2019-04-01,03M,B82038,CENTRAL HEALTHCARE,PROSPECT ROAD SURGERY,174 PROSPECT ROAD,NORTH YORKSHIRE,,YO12 7LB,2
2019-04-01,03Q,B82041,BEECH TREE SURGERY,BEECH TREE SURGERY,68 DONCASTER ROAD,NORTH YORKSHIRE,,YO8 9AJ,4
2019-04-01,03Q,B82080,MY HEALTH GROUP,SOUTHFIELDS ROAD,STRENSALL,,,YO32 5UA,2
2019-04-01,02R,B83010,PARKLANDS MEDICAL PRACTICE,PARKLANDS MEDICAL PRAC,30 BUTTERSHAW LANE,WEST YORKSHIRE,,BD6 2DD,8
2019-04-01,02R,B83018,IDLE MEDICAL CENTRE,IDLE MEDICAL CENTRE,"440 HIGHFIELD ROAD, IDLE",WEST YORKSHIRE,,BD10 8RU,4
2019-04-01,02N,B83620,ADDINGHAM SURGERY,ADDINGHAM MEDICAL CENTRE,"151A MAIN ST, ADDINGHAM",,,LS29 0LZ,4
2019-04-01,02T,B84006,TODMORDEN GROUP PRACTICE,TODMORDEN HEALTH CENTRE,LOWER GEORGE STREET,WEST YORKSHIRE,,OL14 5RN,2
2019-04-01,02T,B84012,SPRING HALL GROUP PRACTICE,SPRING HALL GROUP PRACT,SPRING HALL MEDICAL CTR,HALIFAX,,HX1 4JG,5
2019-04-01,02T,B84021,KING CROSS PRACTICE,KING CROSS SURGERY,199 KING CROSS ROAD,WEST YORKSHIRE,,HX1 3LW,4
2019-04-01,15F,B86006,DR L FREEMAN & PARTNERS,OULTON MEDICAL CENTRE,"QUARRY HILL, OULTON",,,LS26 8SZ,5
2019-04-01,15F,B86018,MULBERRY STREET MEDICAL PRACTICE,PUDSEY HEALTH CENTRE,"18 MULBERRY ST, PUDSEY",,,LS28 7XP,4
2019-04-01,15F,B86054,THE GARDEN SURGERY,THE GARDEN SURGERY,ELHC 78 OSMONDTHORPE LANE,,,LS9 9EF,8
2019-04-01,15F,B86059,MEANWOOD HEALTH CENTRE,MEANWOOD HEALTH CENTRE,548 MEANWOOD ROAD,WEST YORKSHIRE,,LS6 4JN,4
2019-04-01,15F,B86066,THE STREET LANE PRACTICE,THE STREET LANE PRACTICE,12 DEVONSHIRE AVENUE,LEEDS,,LS8 1AY,12
2019-04-01,15M,C81649,CALOW AND BRIMINGTON PRACTICE,BRIMINGTON&CALOW MED PRAC,"FOLJAMBE ROAD, BRIMINGTON",DERBYSHIRE,,S43 1DD,4
2019-04-01,04V,C82027,THE OLD SCHOOL SURGERY,THE OLD SCHOOL SURGERY,HINCKLEY ROAD,LEICESTERSHIRE,,LE9 4LJ,2
2019-04-01,99D,C83022,MUNRO MEDICAL CENTRE,MUNRO MEDICAL CENTRE,WEST ELLOE AVENUE,LINCOLNSHIRE,,PE11 2BY,3
2019-04-01,99D,C83026,THE DEEPINGS PRACTICE,THE DEEPINGS PRACTICE,"GODSEY LNE,MARKET DEEPING",CAMBRIDGESHIRE,,PE6 8DD,2
2019-04-01,04E,C84069,ROUNDWOOD SURGERY,ROUNDWOOD SURGERY,WOOD STREET,NOTTINGHAMSHIRE,,NG18 1QQ,4
2019-04-01,03N,C88647,OWLTHORPE MEDICAL CENTRE,OWLTHORPE MEDICAL CENTRE,"MOORTHORPE BANK,OWLTHORPE",SOUTH YORKSHIRE,,S20 6PD,2
2019-04-01,06H,D81011,CLARKSON SURGERY,CLARKSON SURGERY,DE HAVILLAND ROAD,CAMBRIDGESHIRE,,PE13 3AN,4
2019-04-01,06H,D81026,BOROUGHBURY MEDICAL CENTRE,CRAIG STREET,PETERBOROUGH,,,PE1 2EJ,5
2019-04-01,06H,D81037,BRIDGE STREET MEDICAL CENTRE,"BRIDGE ST MC,2 ALL SAINTS","PASSAGE,OFF BRIDGE ST",,,CB2 3LS,3
2019-04-01,06H,D81057,CEDAR HOUSE SURGERY,CEDAR HOUSE SURGERY,"14 HUNTINGDON ST,ST NEOTS",CAMBRIDGESHIRE,,PE19 1BQ,11
2019-04-01,06H,D81061,GEORGE CLARE SURGERY,GEORGE CLARE SURGERY,"SWAN DRIVE, NEW ROAD",CAMBRIDGESHIRE,,PE16 6EX,2
2019-04-01,06H,D81622,TRINITY SURGERY,TRINITY SURGERY,29 ST AUGUSTINES ROAD,CAMBRIDGESHIRE,,PE13 3UZ,2
2019-04-01,06V,D82001,HOLT MEDICAL PRACTICE,KELLING HOSPITAL,OLD CROMER ROAD,NORFOLK,,NR25 6QA,54
2019-04-01,06Y,D82002,GROVE SURGERY,GROVE SURGERY,GROVE LANE,NORFOLK,,IP24 2HY,10
2019-04-01,06M,D82003,BEACHES MEDICAL CENTRE,SUSSEX ROAD,GORLESTON-ON-SEA,NORFOLK,,NR31 6QB,168
2019-04-01,06V,D82004,CROMER GROUP PRACTICE,CROMER GROUP PRACTICE,MILL ROAD,NORFOLK,,NR27 0BG,55
2019-04-01,06V,D82005,SHERINGHAM MEDICAL PRACTICE,THE HEALTH CENTRE,CROMER ROAD,NORFOLK,,NR26 8RT,31
2019-04-01,06Y,D82006,CHET VALLEY MEDICAL PRACTICE,GEORGE HOUSE,"40-48 GEORGE LANE, LODDON",NORFOLK,,NR14 6QH,28
2019-04-01,06M,D82007,EAST NORFOLK MEDICAL PRACTICE,EAST NORFOLK MEDICAL PRAC,147 LAWN AVENUE,NORFOLK,,NR30 1QP,132
2019-04-01,06W,D82008,ST STEPHEN'S GATE M/PRACT,ST STEPHENS GATE MED PRAC,55 WESSEX STREET,NORFOLK,,NR2 2TJ,223
2019-04-01,06V,D82009,STALHAM STAITHE SURGERY,THE STAITHE SURGERY,LOWER STAITHE ROAD,NORFOLK,,NR12 9BU,30
2019-04-01,07J,D82010,GRIMSTON MEDICAL CENTRE,GRIMSTON MEDICAL CENTRE,"CONGHAM RD,GRIMSTON",NORFOLK,,PE32 1DW,2
2019-04-01,06W,D82011,CASTLE PARTNERSHIP,TUCKSWOOD SURGERY,HALL ROAD,NORFOLK,,NR4 6NE,110
2019-04-01,06W,D82012,MAGDALEN MEDICAL PRACTICE,THE MAGDALEN MEDICAL PRAC,LAWSON ROAD,NORFOLK,,NR3 4LF,32
2019-04-01,06W,D82013,OLD CATTON MEDICAL PRACTICE,OLD CATTON MED. PRACTICE,"55 LODGE LANE, OLD CATTON",,,NR6 7HQ,32
2019-04-01,06V,D82016,MARKET SURGERY,THE MARKET SURGERY,"26 NORWICH ROAD, AYLSAM",NORFOLK,,NR11 6BW,34
2019-04-01,06W,D82017,TRINITY & BOWTHORPE MEDICAL PRACTICE,TRINITY & BOWTHORPE SURG.,1 TRINITY STREET,NORFOLK,,NR2 2BQ,86
2019-04-01,06W,D82018,HELLESDON MEDICAL PRACTICE,HELLESDON MEDICAL PRACT.,343 REEPHAM ROAD,NORWICH,,NR6 5QJ,12
2019-04-01,06M,D82019,THE MILLWOOD PARTNERSHIP,MILLWOOD SURGERY,"MILL LANE, BRADWELL",NORFOLK,,NR31 8HS,59
2019-04-01,06Y,D82020,ORCHARD SURGERY,ORCHARD SURGERY,COMMERCIAL ROAD,NORFOLK,,NR19 1AE,12
2019-04-01,06Y,D82022,LAWNS PRACTICE,THE LAWNS MEDICAL PRACT.,MOUNT STREET,NORFOLK,,IP22 4WG,15
2019-04-01,06W,D82023,ROUNDWELL MEDICAL CENTRE,25 DR TORRENS WAY,COSTESSEY,NORFOLK,,NR5 0GB,48
2019-04-01,06W,D82024,TAVERHAM PARTNERSHIP,THE TAVERHAM P'SHIP/SURG,"SANDY LANE, TAVERHAM",,,NR8 6JR,19
2019-04-01,06V,D82025,HOVETON & WROXHAM MEDICAL CENTRE,HOVETON & WROXHAM MED CTR,"STALHAM ROAD, HOVETON",NORFOLK,,NR12 8DU,53
2019-04-01,06W,D82026,LAKENHAM SURGERY,THE LAKENHAM SURGERY,"1 NINHAM STREET, LAKENHAM",NORFOLK,,NR1 3JJ,97
2019-04-01,07J,D82027,HEACHAM GROUP PRACTICE,HEACHAM GROUP PRACTICE,"45 STATION ROAD, HEACHAM",NORFOLK,,PE31 7EX,5
2019-04-01,06V,D82028,LUDHAM AND STALHAM GREEN SURGERIES,THE SURGERY,"STAITHE ROAD, LUDHAM",NORFOLK,,NR29 5AB,13
2019-04-01,06V,D82029,DRAYTON MEDICAL PRACTICE,DRAYTON MEDICAL PRACTICE,"MANOR FARM CL, DRAYTON",NORFOLK,,NR8 6EE,109
2019-04-01,06V,D82030,REEPHAM & AYLSHAM MEDICAL PRACTICE,THE SURGERY,60 HUNGATE STREET,NORWICH,,NR11 6AA,18
2019-04-01,06Y,D82031,PARISH FIELDS PRACTICE,PARISH FIELDS PRACTICE,THE HEALTH CENTRE,NORFOLK,,IP22 4WG,10
2019-04-01,06V,D82032,BRUNDALL MEDICAL PARTNERSHIP,THE BRUNDALL MEDICAL CTR,"THE DALES, THE STREET",NORWICH,,NR13 5RP,44
2019-04-01,06Y,D82034,ATTLEBOROUGH SURGERY,ATTLEBOROUGH SURGERY,STATION ROAD,NORFOLK,,NR17 2AS,47
2019-04-01,07J,D82035,UPWELL HEALTH CENTRE,THE UPWELL HEALTH CENTRE,"TOWNLEY CLOSE,UPWELL",CAMBRIDGESHIRE,,PE14 9BT,11
2019-04-01,06Y,D82036,OLD MILL AND MILLGATES MEDICAL PRACTICE,OLD MILL SURGERY,"HARDLEY ROAD, PORINGLAND",NORFOLK,,NR14 7FA,15
2019-04-01,06Y,D82037,LONG STRATTON MEDICAL PARTNERSHIP,SWAN LANE SURGERY,LONG STRATTON,NORFOLK,,NR15 2UY,16
2019-04-01,06V,D82038,WELLS HEALTH CENTRE,THE HEALTH CENTRE,BOLTS CLOSE,NORFOLK,,NR23 1JP,13
2019-04-01,06Y,D82039,MATTISHALL SURGERY,MATTISHALL SURGERY,"15 DEREHAM RD, MATTISHALL",,,NR20 3QA,28
2019-04-01,06W,D82040,WENSUM VALLEY MEDICAL PRACTICE,WEST EARLHAM HEALTH CTR.,WEST EARLHAM,NORFOLK,,NR5 8AD,234
2019-04-01,06Y,D82042,E HARLING & KENNINGHALL MEDICAL PRACTICE,THE SURGERY,"MARKET ST, EAST HARLING",NORFOLK,,NR16 2AD,9
2019-04-01,07J,D82043,WATLINGTON MEDICAL CENTRE,WATLINGTON MEDICAL CENTRE,"ROWAN CLOSE,OFF FEN ROAD",NORFOLK,,PE33 0TU,2
2019-04-01,07J,D82044,VIDA HEALTHCARE,VIDA HEALTHCARE/GROADH&SC,GAYTON ROAD,NORFOLK,,PE30 4DY,12
2019-04-01,06Y,D82045,WYMONDHAM MEDICAL PARTNERSHIP,WYMONDHAM MEDICAL P/SHIP,WYMONDHAM MEDICAL CENTRE,"WYMONDHAM, NORFOLK",,NR18 0RF,47
2019-04-01,06Y,D82046,CHURCH HILL SURGERY,CHURCH HILL SURGERY,"STATION RD, PULHAM MARKET",NORFOLK,,IP21 4TX,60
2019-04-01,06W,D82047,OAK STREET MEDICAL PRACT.,OAK STREET MEDICAL PRACT.,OAK STREET,NORFOLK,,NR3 3DL,108
2019-04-01,06W,D82048,THORPEWOOD MEDICAL GROUP,THORPEWOOD MEDICAL GROUP,WOODSIDE ROAD,NORWICH,,NR7 9QL,87
2019-04-01,06Y,D82050,THEATRE ROYAL SURGERY,THEATRE ROYAL SURGERY,27 THEATRE STREET,NORFOLK,,NR19 2EN,75
2019-04-01,07J,D82051,ST JAMES MEDICAL PRACTICE,ST.JAMES' MEDICAL PRACT.,COUNTY COURT ROAD,NORFOLK,,PE30 5SY,15
2019-04-01,06V,D82053,MUNDESLEY MEDICAL CENTRE,MUNDESLEY MEDICAL CENTRE,MUNHAVEN CLOSE,NORFOLK,,NR11 8AR,58
2019-04-01,06V,D82054,FAKENHAM MEDICAL PRACTICE,FAKENHAM MEDICAL PRACTICE,"MEDITRINA HSE,TRINITY RD",NORFOLK,,NR21 8SY,68
2019-04-01,06Y,D82056,ELMHAM SURGERY,THE ELMHAM SURGERY,"59 HOLT RD, NORTH ELMHAM",NORFOLK,,NR20 5JS,20
2019-04-01,07J,D82057,CAMPINGLAND SURGERY,THE CAMPINGLAND SURGERY,CAMPINGLAND,NORFOLK,,PE37 7RD,2
2019-04-01,06M,D82058,COASTAL VILLAGES PRACTICE,COASTAL VILLAGES PRACTICE,ORMESBY VILLAGE SURGERY,"GREAT YARMOUTH, NORFOLK",,NR29 3RW,53
2019-04-01,06V,D82059,BIRCHWOOD MEDICAL PRACTICE,BIRCHWOOD SURGERY,PARK LANE,NORFOLK,,NR28 0BQ,33
2019-04-01,06W,D82060,BACON ROAD MEDICAL CENTRE,BACON ROAD MEDICAL CENTRE,16 BACON ROAD,NORFOLK,,NR2 3QX,56
2019-04-01,06V,D82062,COLTISHALL MEDICAL PRACTICE,COLTISHALL MEDICAL PRACT,"ST.JOHN'S CL, RECTORY RD",NORWICH,,NR12 7HA,44
2019-04-01,06Y,D82063,WATTON MEDICAL PRACTICE,WATTON MEDICAL PRACTICE,24 GREGOR SHANKS WAY,NORFOLK,,IP25 6FA,51
2019-04-01,06Y,D82064,HUMBLEYARD PRACTICE,THE CRINGLEFORD SURGERY,"CANTLEY LANE, CRINGLEFORD",,,NR4 6TA,42
2019-04-01,07J,D82065,MANOR FARM MEDICAL CENTRE,MANOR FARM MEDICAL CENTRE,MANGATE STREET,NORFOLK,,PE37 7QN,8
2019-04-01,06V,D82066,PASTON SURGERY,PASTON SURGERY,9-11 PARK LANE,NORFOLK,,NR28 0BQ,49
2019-04-01,06M,D82067,THE PARK SURGERY,THE PARK SURGERY,4 ALEXANDRA ROAD,NORFOLK,,NR30 2HW,88
2019-04-01,06W,D82069,NEWMARKET ROAD SURGERY,NEWMARKET ROAD SURGERY,7 NEWMARKET ROAD,NORFOLK,,NR2 2HL,8
2019-04-01,07J,D82070,GREAT MASSINGHAM SURGERY,GREAT MASSINGHAM SURGERY,STATION ROAD,NORFOLK,,PE32 2JQ,5
2019-04-01,06W,D82071,EAST NORWICH MEDICAL PARTNERSHIP,ST WILLIAMS WAY,THORPE ST ANDREW,NORFOLK,,NR7 0AJ,53
2019-04-01,07J,D82072,BURNHAM SURGERY,THE BURNHAMS SURGERY,CHURCH WALK,NORFOLK,,PE31 8DH,12
2019-04-01,06W,D82073,THE LIONWOOD MEDICAL PRACTICE,30A WELLESLEY AVE NORTH,NORWICH,,,NR1 4NU,46
2019-04-01,06W,D82076,LAWSON ROAD SURGERY,LAWSON ROAD SURGERY,THE HEALTH CENTRE,NORWICH,,NR3 4LE,30
2019-04-01,06Y,D82078,HEATHGATE MEDICAL PRACTICE,HEATHGATE SURGERY,"THE STREET,PORINGLAND",NORFOLK,,NR14 7JT,12
2019-04-01,07J,D82079,FELTWELL SURGERY,THE SURGERY,"OLD BRANDON ROAD,FELTWELL",NORFOLK,,IP26 4AY,2
2019-04-01,06V,D82080,BLOFIELD SURGERY,THE BLOFIELD SURGERY,PLANTATION ROAD,NORFOLK,,NR13 4PL,8
2019-04-01,06Y,D82084,HARLESTON MEDICAL PRACTICE,HARLESTON MEDICAL PRACT.,BULLOCK FAIR CLOSE,NORFOLK,,IP20 9AT,18
2019-04-01,06Y,D82085,HINGHAM SURGERY,HINGHAM SURGEY,"HARDINGHAM ST, HINGHAM",NORFOLK,,NR9 4JB,12
2019-04-01,06W,D82087,PROSPECT MEDICAL PRACTICE,PROSPECT MEDICAL PRACTICE,95 AYLSHAM ROAD,NORFOLK,,NR3 2HW,112
2019-04-01,06W,D82088,UEA MEDICAL CENTRE,"UEA MEDICAL CTR,UNIV OF","EAST ANGLIA,EARLHAM ROAD",NORFOLK,,NR4 7TJ,15
2019-04-01,06W,D82096,WOODCOCK RD SURGERY,WOODCOCK ROAD SURGERY,29 WOODCOCK ROAD,NORFOLK,,NR3 3UA,76
2019-04-01,07J,D82099,SOUTHGATES SURGICAL & MEDICAL CENTRE,SOUTHGATES MED & SURG CTR,41 GOODWINS ROAD,NORFOLK,,PE30 5QX,77
2019-04-01,06Y,D82100,SHIPDHAM SURGERY,SHIPDHAM SURGERY,"CHAPEL STREET, SHIPDHAM",NORFOLK,,IP25 7LA,5
2019-04-01,06V,D82104,ACLE MEDICAL PARTNERSHIP,ACLE MEDICAL PARTNERSHIP,"BRIDEWELL LANE, ACLE",NORFOLK,,NR13 3RA,22
2019-04-01,07J,D82105,ST CLEMENTS SURGERY,ST CLEMENT'S SURGERY,CHURCHGATE WAY,NORFOLK,,PE34 4LZ,8
